url,full_content
https://www.infomoney.com.br/mundo/clooney-anuncia-apoio-a-kamala-depois-de-pressionar-pela-desistencia-de-biden/,"Clooney anuncia apoio a Kamala depois de pressionar pela desistência de Biden. O ator George Clooney, um importante arrecadador de fundos democrata que fez um apelo público para que o presidente norte-americano, Joe Biden, desistisse de sua candidatura à reeleição, anunciou seu apoio a vice-presidente Kamala Harris nesta terça-feira como a candidata do partido para a eleição presidencial de novembro. Biden encerrou sua campanha no domingo após a pressão dos democratas no Congresso e dos principais doadores, como Clooney, que ficaram incomodados com o desempenho desastroso do presidente no debate em junho. Kamala tornou-se a virtual candidata democrata na segunda-feira, quando garantiu a maioria dos delegados para a convenção do partido em agosto. Ela enfrentará o republicano Donald Trump nas eleições dos EUA em novembro. Em um comunicado, Clooney disse que Biden “mostrou o que é a verdadeira liderança. Ele está salvando a democracia mais uma vez”. “Estamos todos muito animados para fazer tudo o que pudermos para apoiar a vice-presidente Harris em sua busca histórica”, acrescentou Clooney. O endosso do ator somou-se ao apoio de toda Hollywood, há muito tempo descrita como um “caixa eletrônico para os democratas”. Um evento de arrecadação de fundos em junho, organizado por Clooney e Julia Roberts, arrecadou mais de US$ 30 milhões no que a campanha de Biden disse ser o maior evento de arrecadação de fundos democratas da história. Barbra Streisand, Jamie Lee Curtis e Viola Davis também estão entre as personalidades de Hollywood que já anunciaram apoio a Kamala."
https://www.infomoney.com.br/business/meta-lanca-assistente-de-ia-na-america-latina-mas-deixa-brasil-de-fora/,"Meta lança assistente de IA na América Latina, mas deixa Brasil de fora. A Meta lançou nesta terça-feira (23) seu assistente de inteligência artificial gratuito pela primeira vez América Latina, mas deixou o Brasil de fora, citando “incertezas regulatórias locais”. Com atualizações e novos recursos, a “IA da Meta”, como é chamada, traz opções de idiomas para um leque de países que inclui Argentina, Chile, Colômbia, Equador, México, mas não o Brasil. “Devido a incertezas regulatórias locais, a IA da Meta não estará disponível no Brasil neste momento e continuaremos a trabalhar com as autoridades locais competentes”, afirmou a companhia. A decisão ocorreu após a Autoridade Nacional de Proteção de Dados do Brasil suspender no início do mês a vigência da nova política de privacidade da Meta envolvendo o uso de dados pessoais para treinar sistemas de IA generativa. O órgão citou “risco iminente de dano grave e irreparável ou de difícil reparação aos direitos fundamentais dos titulares afetados”. Baixe uma lista de 10 ações de Small Caps que, na opinião dos especialistas, possuem potencial de crescimento para os próximos meses e anos A dona do WhatsApp e do Instagram, atendendo a ordem do órgão de proteção de dados, suspendeu funções de IA generativa no Brasil, enquanto trata a questão com a ANPD a fim de “endereçar suas perguntas sobre IA generativa”. O anúncio do assistente de IA da Meta ocorreu junto ao lançamento global do novo modelo de linguagem da empresa, chamado de Llama 3. O modelo, segundo a empresa, é capaz de “conversar” em oito idiomas, escrever códigos de computador de maior qualidade e resolver problemas matemáticos mais complexos do que as versões anteriores, segundo a Meta. Os 405 bilhões de parâmetros, ou variáveis ​​que o algoritmo leva em consideração para gerar respostas às consultas dos usuários, superam a versão anterior lançada no ano passado, embora ainda sejam menores do que os principais modelos oferecidos pelos concorrentes. O modelo GPT-4, da OpenAI, por outro lado, tem 1 trilhão de parâmetros e a Amazon está investindo em um modelo com 2 trilhões de parâmetros. O assistente virtual “IA da Meta” utiliza o Llama 3. Os usuários podem interagir com a ferramenta por meio do WhatsApp, Instagram, Messenger e Facebook, de acordo com a empresa. Leia mais:"
https://www.infomoney.com.br/mercados/embraer-embr3-reduz-previsao-de-aeronaves-ate-150-assentos-para-os-proximos-20-anos/,"Embraer (EMBR3) reduz previsão de aeronaves até 150 assentos para os próximos 20 anos. (Reuters) – A Embraer (EMBR3) divulgou nesta terça-feira previsões atualizadas sobre o mercado de aviação global nos próximos 20 anos, reduzindo sua estimativa para a demanda de jatos e turboélices no segmento de até 150 assentos para 10.500 pedidos ante 11.000 encomendas no relatório Market Outlook de 2023. Desse total, 8.470 são jatos e 2.030 são modelos turboélices, com o valor de mercado de todas as novas aeronaves chegando a 640 bilhões de dólares. Baixe uma lista de 10 ações de Small Caps que, na opinião dos especialistas, possuem potencial de valorização para os próximos meses e anos, e assista a uma aula gratuita A nova versão do documento, apresentado durante o evento do setor Farnborough Airshow, na Inglaterra, também mostrou expectativa da fabricante brasileira de aviões de que o tráfego mundial de passageiros, medido em receita por passageiros por quilômetros (RPK), cresça 4% anualmente até 2043. Início de semana marcada pelo Farnborough International Airshow é de volatilidade para os ativos O relatório divulgado no ano passado estimava um crescimento anual de 3,2% no tráfego, enquanto o valor de mercado das aeronaves alcançava 650 bilhões de dólares."
https://www.infomoney.com.br/politica/cinco-cidades-vao-realizar-consultas-populares-durante-as-eleicoes-saiba-quais-sao/,"Cinco cidades vão realizar consultas populares durante as eleições; saiba quais são. Os eleitores de 5 municípios vão participar de consultas populares durante o pleito municipal de outubro deste ano. Além de votar nos candidatos de sua preferência para prefeito e vereador, a população poderá opinar sobre questões locais. As consultas serão realizadas em Belo Horizonte (MG), São Luís (MA), Dois Lajeados (RS), Governador Edison Lobão (MA) e São Luiz (RR). Baixe uma lista de 11 ações de Small Caps que, na opinião dos especialistas, possuem potencial de crescimento para os próximos meses e anos Segundo integrantes da campanha de Paes à reeleição, o motivo teria sido o temor da repercussão política de um suposto vídeo íntimo do deputado, que poderia ser utilizado por adversários Na capital mineira, os eleitores vão decidir sobre a aprovação da nova bandeira da cidade. Em São Luís, a população vai opinar sobre o passe livre estudantil no transporte público. Dois Lajeados vai decidir sobre o local de construção do centro administrativo do governo. No município de Governador Edison Lobão, a decisão será sobre a mudança do nome da cidade para Ribeirãozinho do Maranhão. Sem a presença do ex-presidente Jair Bolsonaro (PL), convenção do Partido Liberal em São Paulo (SP) confirmou a indicação do ex-comandante da Rota Ricardo Mello Araújo para ser vice na chapa do atual prefeito Já em São Luiz (RR), a consulta será sobre a mudança do nome para São Luiz do Anauá. Pela legislação eleitoral, a realização de consultas necessita de aprovação dos parlamentares municipais. Além disso, o pedido precisa ser encaminhado para os Tribunais Regionais Eleitorais (TREs) no prazo de 90 dias antes do primeiro turno. O primeiro turno das eleições será no dia 6 de outubro. O segundo turno da disputa poderá ser realizado em 27 de outubro nos municípios com mais de 200 mil eleitores, nos quais nenhum dos candidatos à prefeitura atingiu mais da metade dos votos válidos, excluídos os brancos e nulos, no primeiro turno. Segundo o Tribunal Superior Eleitoral (TSE), 155,9 milhões de eleitores estarão aptos a eleger prefeitos, vice-prefeitos e vereadores. (Com Agência Brasil)"
https://www.infomoney.com.br/mercados/setor-eletrico-deve-ser-impactado-por-temperaturas-mais-altas-e-mais-ventos-resultados-2t24/,"Setor elétrico deve ser impactado por temperaturas mais altas e mais ventos no 2T24. A temporada de resultados do segundo trimestre de 2024 (2T24) começa nesta terça-feira (23), depois do fechamento, para o setor de utilities (concessões de serviços públicos, como energia e saneamento), com os números da Neoenergia (NEOE3) depois do fechamento. A expectativa para as companhias do setor elétrico é de um trimestre neutro para as companhias do setor. O Santander destaca expectativas de volume sólido para distribuição. O segmento será favorecido pelo clima mais quente no Brasil, que deve manter o consumo de energia em alta, segundo o banco. Acesse agora a planilha secreta para acompanhar a temporada de resultados do 2º trimestre Para geradoras, houve um aumento de 7,5% em relação ao ano anterior, publicado pelo o Operador Nacional do Sistema Elétrico (ONS), somado ao aumento de geração eólica em 18,6% e de geração solar em 84,6%. O Santander destaca, no entanto, que operadoras de energia renovável devem ser impactadas por restrições de operação. Leia mais: Temporada de resultados: em quais ações e setores ficar de olho no 2T24? Para as transmissoras, não deve acontecer impacto significativo no trimestre. O único ponto de atenção destacado na análise é o ajuste inflacionário positivo na receita anual permitida. O balanço da Neoenergia (NEOE3), que marcará o início da safra, deve vir com dados positivos pelos resultados de distribuição, de acordo com analistas. No entanto, alguns efeitos podem ser compensados por pontos gerados pelos reajustes anuais de concessões. De acordo com o BTG, há projeção de lucro antes de juros, impostos, depreciações e amortizações (Ebitda, na sigla em inglês) de R$ 2,48 bilhões, um aumento de 5% em relação ao ano anterior, comparado aos R$ 2,37 bilhões do 2T23. Na prévia operacional, a companhia trouxe um crescimento de volume de 8,2% em relação ao ano anterior, ou 7% quando ajustado pelo consumo de geração distribuída. Esse aumento, aliado ao controle das perdas de energia e inadimplência, pode impactar positivamente os resultados de distribuição, segundo o BTG. Saiba mais: Confira o calendário de resultados do 2º trimestre de 2024 da Bolsa brasileira A redução da Parcela B após os reajustes anuais das concessões vinculadas ao IGP-M e pelo aumento dos custos operacionais em algumas concessões, no entanto, podem parcialmente compensar os efeitos positivos. Na área de geração, a expectativa é de bons resultados das hidrelétricas devido aos baixos custos de compra de energia em um cenário hidrológico favorável. Para a frente de energia eólica, ventos favoráveis em velocidade e o aumento da capacidade instalada na WPP de Oitis resultaram em um crescimento de 13%. Já a geração solar cresceu 4,7%, impulsionada por uma melhor irradiação."
https://www.infomoney.com.br/mundo/kamala-ataca-trump-em-primeiro-comicio-de-campanha-apos-substituir-biden/,"Kamala ataca Trump em primeiro comício de campanha após substituir Biden. A vice-presidente dos Estados Unidos, Kamala Harris, atacou o republicano Donald Trump, nesta terça-feira, em seu primeiro comício desde que substituiu o presidente Joe Biden como candidata presidencial democrata. “Nesta campanha, prometo a vocês que orgulhosamente compararei meu histórico com o dele (Trump) em qualquer dia da semana”, disse ela a uma multidão de milhares de pessoas na West Allis Central High School, em um subúrbio de Milwaukee, em Wisconsin, um Estado crucial na eleição de 5 de novembro. “Queremos viver em um país de liberdade, compaixão e Estado de direito, ou em um país de caos, medo e ódio?”, questionou. (Mais informações em instantes)"
https://www.infomoney.com.br/mundo/donald-trump-diz-que-participara-de-debate-com-kamala-harris/,"Donald Trump diz que participará de debate com Kamala Harris. O candidato republicano à Presidência dos Estados Unidos, Donald Trump, disse nesta terça-feira (23) que irá em frente e debaterá com Kamala Harris, sua nova rival democrata na eleição presidencial de 5 de novembro. O ex-presidente dos EUA disse aos repórteres em uma teleconferência que estava disposto a fazer mais de um debate com Harris."
https://www.infomoney.com.br/politica/favorito-para-vice-de-eduardo-paes-no-rio-deputado-pedro-paulo-desiste-de-concorrer/,"Favorito para vice de Eduardo Paes no Rio, deputado Pedro Paulo desiste de concorrer. O prefeito do Rio de Janeiro (RJ), Eduardo Paes (PSD), candidato à reeleição, não terá o deputado federal Pedro Paulo (PSD-RJ) como seu companheiro de chapa nas eleições de outubro deste ano. O parlamentar comunicou ao prefeito que não deseja concorrer no pleito e liberou Paes e o PSD a procurarem outro nome para compor a chapa. Baixe uma lista de 11 ações de Small Caps que, na opinião dos especialistas, possuem potencial de crescimento para os próximos meses e anos A decisão de Pedro Paulo, que era o preferido do próprio Paes para a vaga de vice, pegou o partido e o prefeito de surpresa. Segundo integrantes da campanha de Paes à reeleição, o motivo teria sido o temor da repercussão política de um suposto vídeo íntimo do deputado, que poderia ser utilizado por adversários. Até o momento, Pedro Paulo não se manifestou sobre o assunto. O prefeito Eduardo Paes também não comentou a decisão do aliado de não concorrer como candidato a vice. Leia também: A 4 dias da convenção do PSDB que pretende definir a candidatura do partido à prefeitura de São Paulo (SP), José Luiz Datena reclama de “fogo amigo” tucano e ameaça novamente desistir da disputa eleitoral Com a decisão de Pedro Paulo de não compor a chapa com Paes, o nome mais comentado no PSD passa a ser o do deputado estadual Eduardo Cavaliere, ex-secretário municipal da Casa Civil. Cavaliere, de 29 anos, também é considerado próximo do prefeito, mas alas do PSD entendem que ainda não acumula experiência suficiente para o cargo de vice. Nos bastidores, comenta-se que Paes, caso reeleito, pode deixar a prefeitura do Rio no meio do mandato para concorrer ao governo do estado. Nesse caso, ele gostaria de deixar um aliado e fiel escudeiro no comando da administração. Sem a presença do ex-presidente Jair Bolsonaro (PL), convenção do Partido Liberal em São Paulo (SP) confirmou a indicação do ex-comandante da Rota Ricardo Mello Araújo para ser vice na chapa do atual prefeito Aprovado pela maioria da população, Paes está em seu terceiro mandato como prefeito do Rio – também governou a cidade entre janeiro de 2009 e dezembro de 2016. Segundo o Datafolha, Paes lidera com folga a corrida eleitoral no Rio, com 53% das intenções de voto, bem à frente do segundo pelotão, formado por nomes como Tarcísio Motta (PSOL) e Alexandre Ramagem (PL), que oscilam entre 7% e 9%. Contando com o apoio do presidente Luiz Inácio Lula da Silva (PT), Paes também é pressionado pelo PT, que deseja indicar o vice na chapa – postulação que agora ganha ainda mais força com a saída de Pedro Paulo do páreo. A preferência de Paes, no entanto, é por uma chapa “puro-sangue” um correligionário do PSD. Eduardo Paes foi oficializado como candidato do PSD à reeleição no Rio de Janeiro, em convenção do partido realizada no último sábado (20)."
https://www.infomoney.com.br/business/airbus-e-boeing-anunciam-vendas-de-jatos-em-evento-apesar-de-atrasos-nas-entregas/,"Airbus e Boeing anunciam vendas de jatos em evento, apesar de atrasos nas entregas. FARNBOROUGH, Inglaterra (Reuters) – Novas encomendas de aviões foram feitas na feira de aviação de Farnborough, na Inglaterra, nesta terça-feira, apesar de problemas na cadeia de suprimentos dos fabricantes e das reclamações de companhias aéreas sobre atrasos nas entregas.A Boeing anunciou vendas de aviões para a Catar Airways e a Macquarie Airfinance, enquanto a Airbus garantiu encomendas da Japan Airlines e da Virgin Atlantic – embora grande parte das negociações já tivesse sido sinalizada.A Qatar Airways também manteve a perspectiva de um pedido “considerável” de jatos de fuselagem larga na virada do ano, e a flydubai disse à Reuters que está em fase inicial de negociações com a Airbus e a Boeing sobre a maior encomenda já feita pela empresa.Participantes da feira de aviação esperam um número limitado de anúncios de encomendas no evento este ano, já que Airbus e Boeing estão com capacidades de produção esgotadas para vários anos e estão enfrentando dificuldades para aumentar entregas em meio a problemas na cadeia de suprimentos.Atrasos nas entregas de aviões limitaram a capacidade de algumas companhias aéreas de aproveitar o boom de viagens pós-pandemia que, segundo alguns, está começando a desaparecer.A Boeing, em particular, teve que reduzir a produção, pois foi submetida a uma maior fiscalização por parte de órgãos reguladores depois que um pedaço da fuselagem de um jato 737 MAX 9 operado pela Alaska Airlines se desprendeu da aeronave em pleno voo em 9 de janeiro.Isso deixou algumas companhias aéreas profundamente frustradas.“Então, em março, fomos informados que as 12 aeronaves agora seriam oito. Agora, em julho, na semana passada, nos disseram que, das oito, já recebemos quatro e não receberemos mais nada”, disse Ghaith al-Ghaith, presidente-executivo da flydubai, que reclamou na segunda-feira dos atrasos da Boeing. “Do nosso ponto de vista, é aqui que há frustração, e sentimos que tínhamos que dizer algo.”Ihssane Mounir, vice-presidente sênior da cadeia de suprimentos global e produção da Boeing, disse durante um painel que é “um sentimento justo por parte da base de suprimentos e das companhias aéreas dizer que não cumprimos nossos compromissos com eles em termos de cronograma”, acrescentando que a empresa está trabalhando para reconquistar a confiança.Apesar dos problemas, muitas companhias aéreas estão ansiosas para fechar acordos envolvendo aeronaves mais eficientes em termos de consumo de combustível diante das previsões de forte crescimento das viagens aéreas nos próximos anos. VOANDO MAIS TEMPOA Qatar Airways encomendou mais 20 aviões Boeing 777-9, expandindo a carteira de pedidos da família de jatos 777X do fabricante norte-americano para quase 100 aeronaves. A encomenda, no valor de quase 4 bilhões de dólares, segundo estimativas da Cirium Ascend, já estava listado na carteira de pedidos da Boeing como um cliente não identificado. A Boeing também recebeu um pedido de 20 aviões 737 MAX-8 da Macquarie Airfinance, no valor estimado de cerca de 1 bilhão de dólares.Enquanto isso, a Japan Airlines concluiu um pedido de 20 jatos Airbus A350-900 e 11 unidades do A321neo, no valor de pouco mais de 3 bilhões de dólares no total, segundo dados da Cirium Ascend. A Virgin Airlines encomendou sete Airbus A330-900 com preço total avaliado em 800 milhões de dólares.Num sinal de confiança no futuro, al-Ghaith disse que a flydubai mantém negociações para a maior encomenda de aviões já realizada pela empresa. “O último pedido que fizemos foi de 175 (aviões) e este (o próximo) será maior, tenho certeza”, disse o executivo em entrevista. A flydubai anunciou a compra de 175 aviões Boeing 737 MAX em 2017. Baixe uma lista de 10 ações de Small Caps que, na opinião dos especialistas, possuem potencial de valorização para os próximos meses e anos, e assista a uma aula gratuita Enquanto isso, o presidente-executivo da Qatar Airways, Badr al Meer, disse que a empresa decidirá sobre um novo pedido “considerável” de aviões de dois corredores por volta do final deste ano ou no primeiro trimestre de 2025.O executivo acrescentou que a empresa também decidiu estender a vida útil de seus jatos Airbus A380 e realizará atualizações.A consultoria Bain disse em relatório na semana passada que as companhias aéreas enfrentam a maior espera de todos os tempos pela manutenção de motores em meio à escassez de novas aeronaves, o que tem aumentado seus custos.O presidente-executivo da British Airways, Sean Doyle, disse durante a feita de aviação que a companhia está “muito vigilante” sobre entregas de novas aeronaves, mas que no momento “nossos aviões estão chegando nos prazos que precisamos que cheguem”."
https://www.infomoney.com.br/onde-investir/kamala-harris-e-uma-investidora-conservadora-segundo-o-wsj/,"Kamala Harris é uma investidora conservadora, segundo o WSJ. Kamala Harris, vice-presidente dos Estados Unidos e potencial candidata dos democratas à Presidência do país, é uma investidora conservadora, segundo o The Wall Street Journal. Harris e seu marido, Doug Emhoff, mantêm grande parte de seu dinheiro em fundos de aposentadoria, não muito diferente de qualquer americano médio. Diversifique investindo no Brasil e no exterior com o Investimento Global XP Segundo documentos arquivados no Escritório de Ética Governamental dos EUA, o WSJ relevou que: O casal tem ativos de aposentadoria e saldos bancários avaliados entre US$ 3,6 milhões e US$ 7,36 milhões, conforme o documento, que é respondido por faixas de valores. Uma parcela significativa do patrimônio líquido seria mantida em fundos de aposentadoria. O casal tem ainda cerca de US$ 850 mil a US$ 1,7 milhão em quatro contas bancárias, incluindo uma conta conjunta com um saldo entre US$ 50.001 a US$ 100.000. Juntos, Harris e Emhoff são donos de um patrimônio entre US$ 1,79 milhão e US$ 4,4 milhões em contas de aposentadoria – valor que não inclui os benefícios de pensão que Harris ganhou enquanto trabalhava no governo estadual e local na Califórnia. Seu marido, Emhoff, tem duas contas individuais de aposentadoria com um total combinado variando de US$ 1,27 milhão a US$ 3,19 milhões. Ainda, de acordo com o portal americano, a vice-presidente dos EUA tem contas de aposentadoria do tipo 401(k) contendo entre US$ 525.000 e US$ 1,25 milhão. Segundo o WSJ, o portfólio do casal é alocado de forma conservadora, sendo metade em ações, cerca de um terço em dinheiro para receber juros e o restante em bonds. Eles mantêm um portfólio diversificado que inclui vários ETFs de baixo custo. Kamala Harris e Doug Emhoff ganharam mais de US$ 450 mil em 2023, segundo a declaração de impostos arquivada conjuntamente pelo casal. Desse montante, US$ 218,7 mil correspondem aos salários da vice-presidente. Já US$ 175 mil correspondem aos pagamentos recebidos por Emhoff como professor visitante em Georgetown University Law Center. Além disso, o veículo afirma que o casal é dono de uma casa de mais de 325 metros quadrados em Los Angeles – comprada em 2012 por US$ 2,7 milhões e hoje avaliada em US$ 5 milhões."
